content,stars,title
"
tempat yang bersih, pelayanan yang baik dan suasana hotel yang asri baik untuk wisata istirahat keluarga. Akses yang memadai untuk dilalaui baik dengan motor maupun mobil ",5 dari 5 lingkaran,view yang sangat bagus
"
Lokasi yang berada ditengah perumahan agak cukup jauh dari jalan raya. Suasana kayak tinggal di hutan dan sejuk. Kamar interior wood yang sangat kental luas dan nyaman. Beli online sangat direkomendasikan. Soal sarapan agak terbatas menunya. fasilitas lain kolam renang ok banget dan ada shuttelnya juga.
",3 dari 5 lingkaran,Green Hotel
"
Pintu kmr waktu pertama check in ga bisa dikunci pas mau kluar kamar, waktu dibenahi operatornya bilang tunggu 10mnit tp ga datang2, ac kamar kurang dingin, pas kesana air hangat mati,hidupnya waktu pagi, hotel bintang 4 tp kurang memuaskan bagi sy. Cuma view aja yang bagus. Adem dan sejuk. Makanannya oke,enak banyak pilihan.
",1 dari 5 lingkaran,"View ok,pelayanan kurang"
"
Layanan dan kenyamanan kamar baik tapi kebersihan kamar seharusnya bisa lebih ditingkatkan. Lokasi dekat dengan pusat keramaian kota Semarang (Simpang Lima). Secara keseluruhan favehotel Diponegoro Sermarang baik.
",4 dari 5 lingkaran,Baik
"
Saya datang dari Jakarta bersama dengan pasangan pada bulan maret dan memesan kamar executive via online. ",2 dari 5 lingkaran,Jauh dari standar hotel bintang 4
"
Tidak ada sekat antara shower dengan wastafel sehingga air shower membasahi lantai wastafel menyebabkan becek. Tidak disediakan juga teh dan kopi serta pemanas air. Dan saat saya menginap di pagi harinya sekitar jam 5 atau 6 terdapat suara berisik entah bunyi vacuum atau apa yang sangat mengganggu tidur Saya. Menurut Saya kurang recomended untuk stay di Favehotel Semarang
",2 dari 5 lingkaran,Not Recomended
"
Saya pikir, sebelum tamu masuk kamar mending cek dulu deh bantalnya. Soalnya pas saya masuk bantalnya bau. Gk tau bau karena gk diganti atau karena gk di cuci. Selain dari itu, was of all is good :)).
",3 dari 5 lingkaran,My room
"
Yang OK: Penjemputnya, Mobil Jemputannya, Jemputannya Gratis, Kamarnya, Lokasi (Kalo mau yang Tenang)",3 dari 5 lingkaran,Biasa Aja
"
Saya menginap bersama keluarga di hotel ini pada hari ini, saya mendapat kendala tempat mandi macet airnya serta exhaust yang tidak nyala tetapi manager on duty hari ini membuat saya puas, pelayanannya sangat cepat dan turun tangan langsung sendiri thx Mr. Anto. Semoga saya dapat memberikan rekomendasi untuk kembali menginap di hotel ini, mengenai breakfast saya belum bisa comment, besok pagi baru nyoba breakfastnya, secara kamar cukup nyaman. Sekali lagi fast response dan turun tangan langsung dari MOD membuat saya berkesan sengan hotel ini.
",4 dari 5 lingkaran,Puas bgt dengan manager on duty
"
Ini jauh dari apa yang saya bayangkan ketika akan menginap di hotel ini. Untuk kesan go green memang sangat bagus. Pada awal saya check in kamar belum siap. Saya disuruh tunggu nanti akan di telp jika siap tetapi sudah satu jam pihak resepsionis tidak juga ada yang telp. Pada saat itu memang keadaan lobby hotel ini mirip sekali dengan bandara, ramai sekali. Sayapun kesulitan untuk meminta kamar apakah sudah ready apa belum. Sungguh di sesalkan lagi kamar yang saya dapat bukan lantai atas seperti yang saya minta tapi hanya di lantai satu, dan saya dapat kamar paling ujung. Lalu soal kamar mandi yang tidak tersedia handuk keset juga, saya telp dua kali tapi sampai saya checkout tidak ada house keeping yang mengantar handuk keset itu. Payah sekali bukan. Apakah ini pelayanan hotel bintang 4 ? Bahkan di hotel bintang 3 saja saya bisa dapat pelayanan yang lebih baik. Tolong ditingkatkan lagi pelayanannya hotel oak.
",3 dari 5 lingkaran,Tidak seperti menginap di hotel bintang 4
"
Sy menginap 2 malam disini . Begitu saya check ini , sy menerima kamar mandi yg basah kuyup , tissue toilet yg kerendam air. Besok harinya sy pikir kamar mandi dibersihkan , ternyata handuk yg digantung tidak ditukar yg baru dan bersih , keset handuk kaki jg tidak diganti dan dlm posisi yg sama sblm sy meninggalkan kamar . Terakhir dalam membersihkan ranjang kelihatan sekali hanya ditutup ulang saja , dgn posisi bantal yg berantakan . Saya tidak bisa merekomendasikan htl ini .
",1 dari 5 lingkaran,Jorok
"
Hotelnya masih baru jd semua terkesan bersih,",4 dari 5 lingkaran,Best view on rooftop
"
Saat mendekati hotel, saya merasa ganjil karena memasuki komplek perumahan. Namun selain hal tersebut, hotel ini memiliki pemandangan menghadap ke lembah yg indah, silakan minta kamar dgn balkon yg menghadap ke lembah, atau setidaknya kamar yg lorongnya menghadap lembah. Di pagi hari setelah kabut berangsur hilang, kita bisa menikmati embun pagi dan suara deru aliran air sungai di lembah. ",4 dari 5 lingkaran,Pemandangan lembah di hotel
"
Pilihlah kamar dengan balkon, Anda akan merasakan suasana kesegaran Bukit serasa bukan di Semarang.",5 dari 5 lingkaran,Super Hijau Pemandangannya
"
Lokasi resort terletak didalam komplek yang dataran nya sedikit lebih tinggi dari kota sehingga dari resort ini kita bisa melihat pemandangan kota semarang dari atas. disini juga masih banyak pepohonan sehingga udara terasa sejuk. ",3 dari 5 lingkaran,A nice Resort in town
"
Hotel ini hanya berjarak 5 menit dari pusat Kota Semarang, di dalam sebuah kompleks daerah Semarang Atas. Kami sekeluarga sangat menikmati menginap disini, untuk alasan berikut:",4 dari 5 lingkaran,Resort Hotel di Pusat Kota
"
Oak Tree Emerald Hotel di Semarang dapat menjadi salah satu alternatif menginap disaat leisure. Lokasinya terpisah dari keramaian dan asri dengan lingkungan yang hijau cukup menjadi pembeda dengan hotel lain. Kamarnya bersih, dilengkapi dengan keperluan untuk tamu. Yang membuat surprise adalah disediakannya seperangkat poci dan cangkir teh untuk membuat teh poci di kamar. Enak tenaannn!! Kolam renang outdoor yang dilengkapi tempat duduk untuk bersantai sambil menatap view Candi Baru Semarang. Sayangnya space untuk bersantai di tepi kolam renang relatif sempit sehingga harus berebut tempat untuk bersantai di situ.
",4 dari 5 lingkaran,Oak Tree Emerald yang asri
"
suasana alam yg sejuk dan jauh dari bising.. kamar bersih, luas dan dingin.. hanya saja pas kolam renang sedang dalam perbaikan sehingga anak2 hanya bisa berenang di kolam kecil. but overall is very good.. puas..
",4 dari 5 lingkaran,suasana alam yang sejuk dan hening..
"
Hotel ini memberi kenyamanaan tersendiri dengan suasana alam sekitar hotel yang hijau, asri, jauh dari kebisingan. Menu breakfast ny sangat2 bervariasi dan enak, buahnya segar. Swimming poolnya bersih dan recomendate sekali utk kembali stay di hotel ini bersama-sama dengan keluarga kembali. Proses check -in yg cepat, staff nya yang ramah menyapa, Oak tree kerennn ......
",5 dari 5 lingkaran,"Suasanaa asri, tenang dan nyaman"
"
Hotelnya enak, bersih, front desk ramah ramah, suka membantu tanpa meminta pertolongan. Favehotel diponegoro semarang selalu menjadi pilihan utama saya apabila saya singgah di kota semarang. Rate pun gak terlalu tinggi.
",4 dari 5 lingkaran,nice hotel
"
Bangunannya bagus pelayanan juga bagus di receptionist kamar bagus cuman wifi kurang cepet kamar mandi agak bau handuk robek2, sikat gigi bikin gigi sakit AC nya juga kurang sip...... Mohon kedepannya lebih baik lagi
",3 dari 5 lingkaran,"Bagus sih cuma AC nya kurang sip, wifi kurang cepet.... Kamar mandi agak bau, handuk sobek-sobek."
"
Proses cek in mudah dan cepat..., saat melakukan koneksi wifi juga mudah dan koneksi internetnya cepat.",4 dari 5 lingkaran,Hotel yang bagus tapi murah
"
fave ini masih tergolong baru, letak tak jauh dari simpang lima semarang, tapi kalau jalan kaki lumayan. Kamar standar fave lainnya, agak sempit, tapi view yang ditawarkan keren. Mintalah pada receptonist kama yang menghadap kota. Disebelahknya ada beberapa restoran yang cukup happening.
",4 dari 5 lingkaran,view keren
"
Menyenangkan saat menginap di fave handuknya wangi dan kamarnya bersih, petugas nya ramah2, saat check in dan check out cepat",5 dari 5 lingkaran,Fave semarang
"
Kamar oke..kebersihan oke..menu sarapan oke..tempat hotel tidk trlalu jauh dr pusat kota..parkir lumayan..pelayanan petugasnya ramah.untuk sabun mandi..kalo bisa jangan yang refil..tetapi Secara keseluruhan baik dan tidak mngecewakan.
",4 dari 5 lingkaran,mr
"
Bangunan Hotel ini relatif masih baru, mungkin sekitar 1 tahun. Harga yang cukup terjangkau dan Letaknya yang strategis sekitar 2 km dari simpang 5 (Pusat kota Semarang) menjadikan Hotel ini selalu ramai pengunjung. Tempat nya pun bersih, pelayanan ramah dan parkir luas serta yang menjadikan andalan dari Hotel ini adalah ketika Breakfast kita disuguhkan pemandangan view Semarang bawah. Cuman sayang kekurangan Hotel ini belum ada kolam renang nya.
",4 dari 5 lingkaran,Budget Hotel di dekat Simpang 5
"
Hotel ini lumayan dekat denga simpang lima, transportasi mudah dan restoran untuk makan pagi dengan view bagus dan sejuk.makanan lumayan.namun tidak ada kolam renang nya.tidak cocok membawa anak kecil karena ada jendela yg terbuka. Di dalam kamar pun jendela bisa di buka sehingga takut jika anak kecil bisa naik kursi dan buka jendela.karena anak saya 4 tahu sudah bisa buka jendela sendiri.hanya cocok untuk perjalanan bisnis hotel ini.
",3 dari 5 lingkaran,Hotel dekat simpang lima
"
hotel ini terletak di daerah perbukitan semarang, jalannya agak nylempit jauh dari jalan utama tapi viewnya bagus banget di sekitarnya banyak perumahan mewah berbukit-bukit, kamarnya cukup luas dan bagus, ada suguhan spesial teh poci sentuhan yang bagus banget, fasilitas kamar ok semua, breakfast enak dan cukup beragam, kolam renang gede dengan view ok, gymnya agak kecil tapi cukuplah, pengennya nginep lagi tapi libur terbatas, layak dikunjungi kembali.
",4 dari 5 lingkaran,Hotel asri dengan view yang bagus dan segar
"
Hotel fave dekat dengan simpang lima. Dekat dengan tempat oleh2. Dekat sam po kong. Makanannya enak. Restorannya romantis. Layanan dari customer Service bagus. Saran: dikasih hair dryer. Dan wifinya diperbaiki.
",5 dari 5 lingkaran,hotel fave diponegoro nice and clean
"
pelayanannya bagus, bersih, dan yang jelas semuanya ramah-ramah. restonya juga enak. saat ada kesulitan, dibantu dengan sigap oleh pegawainya. tempat parkir juga selalu ada. dan selalu dibantu untuk menyeberang ataupun mengarahkan.
",4 dari 5 lingkaran,Menginap yang menyenangkan
"
Lokasi sangat dekat dengan pusat kota, bersebelahan dengan resto-resto yang enak dan cukup terkenal di kota Semarang, pemandangan dari resto bagus. Pemandangan dari kamar juga bagus. City view. Parkiran luas. Lobby nyaman.
",4 dari 5 lingkaran,Lokasi oke banget
"
Hotel ini sesuai dengan harga yg di tawarkan. Lokasi dekat dengan kota semarang, dekat juga dengan simpang lima. Susana tidak tidak bising. Lokasi mudah di cari. Kamar nyaman dan bersih. Parkir kurang memadahi
",3 dari 5 lingkaran,Bagus
"
Dari segi lokasi favehotel dekat dengan pusat kota semarang, dekat dengan terminal BRT, yg ingin liburan ala backpaker. Kalau dari segi penginapannya bagus. Pelayanannya ramah - ramah. Kamar mandi , tempat tidur bersih,,,, Bikin nyaman dikamar,,,,, pemandangan memuaskan.
",4 dari 5 lingkaran,Recommended
"
Sangat disayangkan hotel dengan standard baik namun menolak order makanan tamu hotel dikarenakan ada event birthday party",3 dari 5 lingkaran,Hotel yang ok namun tidak ok untuk pelayanan room servicenya
"
Sedikit kecewa karna pada saat menginap,kolam renang sedang dalam perbaikan.resepsionis kurang senyum,breakfast untuk yg prasmanan rasanya agak tawar.lokasi yang sangat jauuuuh ke dalam.banyak nyamuk,anak saya yg berumur 1thn setelah dr tempat breakfast,langsung ada bentol2 gigitan nyamuk di 3 tempat.
",3 dari 5 lingkaran,Sedikit kecewa
"
Pelayanan yang diberikan mulai pada saat check in sangat baik, proses cek in dibantu dengan cepat , kamarnya pun bersih dan bisa tidur dengan nyenyak. Pada saat sarapan pagi , pilihannya makanannya pun bervariasi dengan rasa yang cukup enak , pelayan resto nya pun ramah . Saya sangat merekomendasikan hotel ini sebagai sarana akomodasi yang sangat baik
",5 dari 5 lingkaran,Pelayanan yang sangat memuaskan
"
Tema eco-green memang diterapkan betul pada hotel ini tanpa menghilangkan kesan mewah saat berada di sana. Bagi anda yang menginginkan konsep mewah dengan lingkungan bersahabat, hotel ini sangat direkomendasikan untuk anda
",5 dari 5 lingkaran,Kemewahan dalam Lingkungan yang Bersahabat
"
Overall nyaman menginap di oaktree, kamar yang nyaman dan suasana hotel yg nyaman.. Kekurangan yang sangat terlihat adalah di Breakfast Menu, sangat tidak memuaskan, menu yang disajikan tidak mencerminkan sebuah hotel berbintang, variasi menu standar sekali, rasa juga standar, tapi kalau untuk kenyamanan kamar n hotel saya puas dan desember 2015 nnt akan kembali menginap di Oak Tree.
",4 dari 5 lingkaran,Variasi Menu dan Rasa makanan sangat standar. 
"
Saya bersama suami singgah ke Semarang untuk acara keluarga. Saya penasaran dengan hotel yang punya konsep alam ditengah kota, apa ya ada gitu lho, karena sempet lihat di instagram teman ada view bagus dan itu di semarang. Fine,then we choose this place. Ternyata memang bukan tipuan kamera lho, lokasi ada diarea bukit. Kami tidak merasa sulit mencapainya, karena lokasi tidak sulit dijangkau, all area masih hijau.. We love it. Ukuran Kamar luas,petugas ramah...makanan bisa lebih ditingkatkan lagi dari segi kualitas dan kuantitasnya. Intinya kami nyaman selama tinggal, dari datang sampai check out. Unique concept! Hommy sekali buat kami. Next, kami pastikan datang kembali
",5 dari 5 lingkaran,Home away from home...
"
Hotel luas, kamar luas, kolam bagus walau kecil karena view ke perbukitan. Jauh dari kebisingan, cocok buat weekend getaway dari kebisingan kota walaupun hotel ini masih di dalam kota.",5 dari 5 lingkaran,Awesome hotel dengan pemandangan hijau di dalam kota
"
lumayan tp bag cleaning service harus lebih teliti lagi soalnya masih tersisa sdikit sisa kotoran yg luput dr kebersihan ",2 dari 5 lingkaran,lumayan
"
Sy biaza saja nginap disana. Lbh baik quest. Jd mgk sy akan pertimbangkan lg utk nginap disana. Tp sy akui bahqa viewnya bagus. Apalagi kalau malam hari. Makanannya kurang variasi dan mahal krn tambahan perorangan 60 rb pdhl di Quest cuman 35 rb.
",3 dari 5 lingkaran,Biasa saja
"
check in check out sangat cepat. kamar bersih sesuai ekspektasi. Tempat strategis. Listrik sempat mati 3x. Suara dari koridor dan kamar sebelah bisa terdengar sampai kamar dan sangat berisik, membuat saya terbangun di pagi hari. Shampoo dan sabun yang disediakan pihak hotel sangat sedikit.
",4 dari 5 lingkaran,nyaman namun ada beberapa hal yang perlu diperhatikan
"
Menyenangkan bisa nginep disini dan pelayanannya ramah. Hanya utk parkiran harus diperluas. Saya kecewa karena hanya mobil-mobil kelas tinggi yg diparkir di dpn hotel sdgkn mobil yg standard dipisahkan.
",5 dari 5 lingkaran,"Good, Comfortable dan Enjoy it"
"
Hotel ini cukup ok, walaupun parkirannya tidak cukup meyakinkan penampilannya, namun isi hotelnya cukup bagus. Restorannya juga cukup ok penampilannya. Outdoor spacenya juga cukup ok viewnya buat duduk sambil makan.
",4 dari 5 lingkaran,Nice hotel near Simpang Lima
"
Sesuai standar Fave lainnya, Good!",3 dari 5 lingkaran,"Bermalam di Fave, Lumayan!"
"
Lokasi yang strategis adalah alasan utama saya menginap di sini. Tidak terlalu jauh dari lokasi tujuan saya (Tembalang) serta tidak terlalu jauh pula dari tengah kota. Di sekitar hotel juga ada beberapa lokasi café yang menurut saya memiliki variasi makanan dan minuman yang cukup banyak. Only one word to describe this hotel, SPLENDID !
",4 dari 5 lingkaran,I love it !
"
Berlokasi di siranda semarang dengan view kota semarang, cukup bagus pada malam hari sambil nongkrong di restoran. Parkir luas, kamar tidur kasurnya empuk dan kamar mandi lumayan lah. Staff ramah dan di samping hotel terdapat restoran pizza. Pilih kamar dengan view kota semarang cukup romantis. Kebetulan lagi banyak harga promo makanan di hotel ini. 10 menit dari simpang lima.
",3 dari 5 lingkaran,Pass
"
Saya menginap semalam di Hotel ini, tempat parkirnya berada di outdoor, sehingga kendaraan akan tampak dr jalan raya, jika hujan pasti basah, dan jika cerah pasti kepanasan. ",3 dari 5 lingkaran,Hotel minimalis di pusat kota dengan view restoran menawan di atas bukit
"
Hotel bagus, makanan enak. Cuman masalahnya di layanan cek in dan cek out ga ada yang bantuin blas. Stafnya cm di front desk doang ga ada yang jaga pintu spt hotel2 lain, ga ada yang buka pintu, cari transportasi agak sulit. Staf hotel ga ramah.
",4 dari 5 lingkaran,Good hotel
"
Senang dengan pelayanan resepsionis, para pegawainya dengan siap siaga menolong..untuk kamar bersih dan nyaman..tapi belum memuaskan dengan maksimal sih kebersihannya..kebetulan kami memesan kamar tanpa breakfast sehingga kami tidak bisa menilai nya..
",4 dari 5 lingkaran,Love it
"
Selama Menginap disini selama 3 hari dari 24 Desember - 26 Desember 2015 dg istri saya, hotel ini menawarkan view alam dan udara yg cukup sejuk dan asri.",3 dari 5 lingkaran,Vacation 
"
jalan masuk menuju hotel ini cukup jauh, namun begitu sampai suasana sejuk dan jauh dari kebisingan langsung terasa. pemandangan sebagian besar adalah pepohonan. terdapat kolam renang luar ruangan. staf ramah.
",3 dari 5 lingkaran,hotel sejuk jauh dari kebisingan
"
Review:",4 dari 5 lingkaran,"Hotel dgn konsep alam yg asri, cocok untuk pasangan"
"
Saya menginap bersama suami saya dan suami saya merupakan member AI. Buttler chat tidak merespon ketika suami saya meminta penggantian bath towel karena bath towel yang diberikan sudah sobek (tidak layak pakai). Karpet koridor depan kamar kurang bersih, variasi sarapan sedikit, kebersihan meja di restoran area (outdoor) tidak bersih; masih banyak noda coffee or tea di mejanya. Security juga kurang responsif pada saat suami saya mencari area parkir untuk mobil
",2 dari 5 lingkaran,Kurang Bersih
"
Dibanding tahun lalu saya pernah menginap,saya rasa oak tree mengalami penurunan scr service,kualitas dan peralatan..",3 dari 5 lingkaran,kualitas yg menurun..
"
Kemren saya stay 1 malm di oaktree acara kampus untuk maggang di kopertis , saya dapet room di lantai 6 , viewnya bagus roomnya bersih makan paginya enak tapi syang tadi telurnya asin banget dan staf nya yang ramah,mbak nya cantik cantik temn temnku pada di ajakin ngobrol . Kalau ke smrang aku mau disni lagi sma temn temn .oaktree memuaskan
",4 dari 5 lingkaran,Good staff
"
Terletak menempel bukit di kawasan perumahan mewah, oak tree hotel yg bernuansa alam ini tidak terlalu menampilkan sosok resort nya. Kamar cukup besar namun kurang terawat dan staf2 hotel kurang frendly. Pemandangan bernuansa hijau alam dg hutan yg asri dan sungai di bawah serta bukit sangat pas buat beristirahat maupun berfoto.
",3 dari 5 lingkaran,Hotel dg suasana hutan kota
"
"" Saya baru pertama kali ke semarang untuk liburan dengan istri saya. Saya memilih oaktree karna harganya murah.dengan harga bintang 2 tapi saya mndapat fasilitas bintang 4. Roomnya bersih viewnya bagus suasananya sejuk.staffnya begitu ramah,sarapannya enak stafnya perhatian menanyakan kekurangan apa di kamar,sebenarnya room saya saat itu hanya di sediakan sandal 1, dan showernya jatuhnya ga beraturan.oaktree bikin liburan sya jadi berkesan
",5 dari 5 lingkaran,Pelayanan ramah
"
Harganya murah,Lumayan strategis dari Kota Semarang,..makan paginya lumayan lengkap untuk sekelas harga itu. Saya takjub melihat lahan oaktree yg berhasil mengubah lereng tebing menjadi tempat yang menawan...Saya rekomendasi untuk Hotel yang tidak bising,suasana alam,dan cukup luas kamarnya. Cuma beberapa titik saya jumpai cleanning service yang kurang detail membersihkan seperti di dinding dan Lantai Lift tidak terlalu bersih.Terimakasih
",4 dari 5 lingkaran,Oak Tree Emerald Hotel
"
Lokasi hotel ini memang agak jauh dari pusat kota Semarang, kurang lebih 6 Km ke Simpang Lima Semarang. Tapi jika anda menginginkan penginapan yang tenang, di lingkungan perumahan dengan konsep Go Green menurut saya hotel ini bisa menjadi pilihan yang tepat.",4 dari 5 lingkaran,Pilihan yang Tepat
"
Agak sedikit kecewa, dikarenakan saya tertarik ke hotel ini karena garden poolnya *untuk foto selfie*, tetapi saat kesana, pool sedang perbaikan, dan garden pool seperti yang saya bayangkan tidak ada. Pelayanan didepan menyenangkan, mereka customer oriented, sangat ramah, apalagi ada salah satu pegawai (mungkin atasan para reseptionis) yang amat sangat membantu. Kamar sangat cozy, dan lingkungan juga menyenangkan, selintas selasar di lantai atas yang ada pepohonan menjulur itu mengingatkan saya tentang Bali. secara keseluruhan saya menyukai stay disini hanya saja saya tidak maksimal untuk selfie :)
",4 dari 5 lingkaran,under expectation
"
Hotel bagus dan murah terdapat fasilitas kolam renang yang bagus. lokasinya agak jauh dari pusat kota tetapi terbayar dengan kamar yang baus dan sasana yg nyaman. bila mau dapat harga murah booking saja di Hotel Quickly dengan kode DRAHA39 atau MCARY saya mendapat harga murah untuk itu.
",5 dari 5 lingkaran,Hotel bagus dan murah
"
Bagi pasangan yg mau bulan madu, hotel yg tenang, jauh dr keramaian serta ingin dekat dgn nuansa alam, Oak Tree Emerald pilihan yg tepat. Proses cek in cepat, kamar luas dgn balkon view sunset. Kolam renang di lantai 2 dgn sekeliling hutan. Sarapan pagi menu variasi. Hotel ini menawarkan konsep yg nature.
",4 dari 5 lingkaran,Hotel Nature
"
Lokasi strategis, pemandangan dari lereng Candi, oke. Bersih, kamar dan fasilitasnya oke. Cuma kurang di sarapan tidak siap sedia, terutama nendekati jam 10.00. Boeat saya sarapan pagi tidak terlalu penting, tidur nyaman silahkan coba...
",4 dari 5 lingkaran,Kunjungan ke senarang nginap di Fave Hotel Diponegoro Semarang menyenangkan.
"
Kebersihan kamar kurang, lantai masih kotor pada saat check in",3 dari 5 lingkaran,Secara umum cukup memuaskan tetapi banyak yg harus ditingkatkan
"
Menginap di executive room dengan kamar yg luas, dengan interior jati yang etnik, balkon menghadap ke bukit yang viewnya masih hijau dan asri, toilet dengan bathtub yang cukup besar, cukup untuk melepas penat, sambil berendam air hangat, dan yang terpenting bednya sangat nyaman. Lalu menu sarapan yang bervariasi, nuansa alami dan tenang karena cukup jauh ke jalan raya, sangat cocok untuk pasangan honeymoon menurut saya, jauh dari kebisingan, sangat tenang. Dan pool nya lumayan besar, sambil makan atau minum di resto dengan menghadap pool bikin mood kembali baik untuk beraktifitas selanjutnya. Sangat saya rekomendasi untuk trip selanjutnya apabila ke Kota Semarang lagi.
",4 dari 5 lingkaran,Hotel alami di perbukitan asri
"
Kamarnya luas dan nyaman, servis serta breakfastnya juga enak. Sayang kamar mandinya agak bau dan flowdrainnya kurang lancar, jadi air nya kurang lancar dan lantai jadi basah. Tapi secara umum tetap memuaskan.
",4 dari 5 lingkaran,Hotel yg bersih dan nyaman
"
kamarnya bersih, nyaman meski terlalu sempit. untuk makanan lumayan. namun untuk tempat parkir cukup sempit dan agak susah parkir. wifi kencang, dan ac dingin. receptionistnya ramah, dan bisa menitipkan tas saat check out namun masih ingin berkeliling.
",3 dari 5 lingkaran,ulasan fave hotel semarang
"
Kamar lumayan luas dan sangat nyaman, dengan harga yg terjangkau, lokasi strategis, kebersihan oke, service pelanggan bagus, hanya saja wifi sering bad connection. Tp overall, saya suka menginap disini, dan menjadi pilihan saya utk datang lg ke favehotel.
",5 dari 5 lingkaran,Recommended
"
kami diberi tempat tidur double twin, padahal sudah pesan yang superior saja. Jadi bete kecuali kalau kami langsung datang, bayar ya bolehlah diberi yang seadanya. Ini kan sudah pesan. Tapi selain itu sih tdk ada masalah besar kecuali parkir yang terbatas. Pemandangan lumayan bagus, di bawah kami pas restoran yang menyajikan musik di malam minggu, kamar bersih, AC dingin, KM bersih, air hangat lancar. Sarapan lumayan,.. tapi masih kalah jauh dengan Fave Jogja.
",3 dari 5 lingkaran,kamar yang kami minta tak sesuai pesanan.. jadi merusak mood
"
nyaman...luas dengan fasilitas lengkap. view bukit yang menawan. kamar yang nyaman sejuk. kunjungan ke semarang kali ini cukup berkesan dengan menginap di oaktree hotel... pelayanan yang sangat ramah dari staffnya. next trip ke semarang , akan dipastikan saya menginap disini kembali.",5 dari 5 lingkaran,great hill view
"
Pertama kali datang saya kira waktu untuk check in lama ternyata tidak sampai 5 menit, setalah masuk kedalam kamar terlihat kamar bersih wangi, toilet bersih. Secara keseluruhan sangat nyaman. Very recommended.
",4 dari 5 lingkaran,Backpacker
"
hotel nyaman untuk istirahat karna kasur dan bantal yang empuk,",4 dari 5 lingkaran,secara umum nyaman
"
Buat yg ingin menginap tp bosen dengan pemandangan kota :)",4 dari 5 lingkaran,Nice place :)
"
sepertinya bisa untuk langganan kalo ke semarang.. lokasinya dekat dg pusat kota.. pelayanannya memuaskan.. kamarnya cukup nyaman untuk beristirahat.. ",5 dari 5 lingkaran,Memuaskan
"
Bila melakukan perjalanan bisnis maka hotel ini baik untuk tempat istirahat. Tempat strategies dekat dengan simpang Lima, meskipun agak jauh bila ditempat dengan berjalan kaki Dan posisi hotel diatas bukit
",4 dari 5 lingkaran,Hotel yg baik untuk tempat istirahat
"
Untuk pertama Kali nya berlibur di Semarang Dan mendapatkan hotel yang sangat nyaman suasana yang sejuk juga tidak jauh dengan tempat-tempat favorit di semarang,anak-anak pun suka Dan puasa berenang disana
",4 dari 5 lingkaran,puas menginap 3malam disana
"
Saya kecewanya adalah kerika saya menginap disini mengenai kebersihan kamar..ketika saya pergi di pagi hari lalu pulang di malam hari trnyata kamar tidak dibersihkan!!sangat mengecewakan mnrut saya..",2 dari 5 lingkaran,Make up room!!
"
Lokasinya pas banget, berada di bukit sehingga Semarang bawah keliatan, kalo cerah view kota di malam hari bagus, sayangnya jendela hanya kecil, dan agak keruh, ga ada balkon, sehingga kalo mo foto2 agak susah.",4 dari 5 lingkaran,Nice view and place
"
I stay only 1 night, well worth the price. Cukup nyaman tapi parkir mobil sempit namun petugas valet sangat membantu. Lantai di belakang pintu kamar kotor. Proses check in dan check out cepat. Jika sy hanya menginap 1 malam mungkin akan memilih hotel fave lagi.
",4 dari 5 lingkaran,Well worth the price!
"
tempatnya enak, nyaman, bersih, viewnya bagus, servicenya pun bagus. sayang tidak ada transportasi umum untuk berpergian yang tidak mengguakan kendaraan pribadi. dan untuk kamar mandinya harunya ditambahkan hordeng atau kaca agar tidak gampang basah.
",4 dari 5 lingkaran,recomended hotel
"
Toilet saya selalu bau karena saluran air tempat mandi tidak bekerja sempurna. Airminetal hanya diberikan 2x dari 5hari saya menginap.Room sedikit berisik karena dapat terdengar aktivitas diluar kamar
",3 dari 5 lingkaran,Not clean enough
"
Interior hotel dan kamar tidak terlalu menarik jika dibandingkan fave hotel lain yang pernah saya kunjungi. Wall paper di tembok belakang bed sedikit menyeramkan dengan gambar ""Lawang Sewu"" yang terkenal. Amenities cukup lengkap di kelasnya, dengan sikat gigi + odol, brankas dan sandal. Lokasi strategis di daerah Candi.
",3 dari 5 lingkaran,Hotel Budget yang masih Baru
"
Overall good. Hanya saja kedap suara di dlm ruangan sangat jelek, sehingga suara di luar kamar terdengar sangat berisik membuat kita tdk bs tdr.. namun fasilitas dlm kamar sgt membuat saya nyaman.....
",4 dari 5 lingkaran,Good and recomended
"
Dibali fave umalas,,, disemarang diponegoro,,, dimakasar saya menginap difave.fave nyaman untuk istirahat.. pas buat pebisnis dan liburan keluarga.",4 dari 5 lingkaran,Bagus fave
"
Tiap ke smrg pasti nginepnya disini, pemandangannya hijau jauh dari kebisingan kota. Pdhl lokasi cuma 500m dr jalan raya. Tempatnya bersih, kamarnya elegant nuansa alam. Konsepnya keren bgt lah
",5 dari 5 lingkaran,I love greeny
"
Saat check in dan check out cepat. Kamar yang bersih, breakfast blm coba karena tergesa2 dan harga kamar murah. Pelayananya bagus. Kalau ke semarang saya akan ke fave lagi. Terima kasih buat mbak di reception sangat membantu saya lupa namanya.
",4 dari 5 lingkaran,Nice hotel
"
Lahan parkir yang lebih diperluas. Menu breakfast yang lebih bervariasi. Selalu cek dan maintance shower closet dan wastafel, penyedot asap di kamar mandi kurang bekerja masih meninggalkan sedikit bau. Overall no bad, saya nyaman dan nyenyak menginap disini, pemandangan disekitar hotel nice :)
",3 dari 5 lingkaran,No bad
