city,hotel_locality,reviewer_location,hotel_url,reviewer_id,title,reviewer_level,content,hotel_address,hotel_classs,hotel_review_stars,reviewer_name,hotel_review_qty,review_stars,hotel_name
Semarang,"Semarang 50134, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d5313767-Reviews-HOM_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_0DB58B5FA1AEBA35B4BD5829C33E90A0-SRC_431646338,Perjalanan Bisnis,lvl_03,"Lanjut menginap disini setelah keliling beberapa kota di Jawa tengah sebelum balik ke Jakarta. Setahun lalu saya menginap disini pelayanan selalu baik dan ramah. Meskipun hotel bintang tiga tapi kami dibantu oleh porter. Tidak sempat makan pagi karena bangun kesiangan, akhirnya makan soto khas Semarang. Hotel ini recommended karena harga yang ekonomis, kamar yang nyaman dan bersih dan yang paling penting letaknya sangat ideal di jantung kota Semarang.",Jl. Pandanaran 119,3.5 dari 5,4.5 dari 5 lingkaran,BoyongM,355 Ulasan,5 dari 5 lingkaran, HOM Hotel Semarang 
Semarang,"Semarang 50134, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d5313767-Reviews-HOM_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_9042CAC3B60245D4F44A7D9AD1EBF1D8-SRC_438758138,Hotel yang nyaman dengan lokasi strategis,lvl_02,"Kamar bersih dan nyaman dengan pelayanan yang sangat baik seperti hotel bintang lima. Fasilitas hotel cukup lengkap untuk perjalanan bisnis, meeting atau pesta pernikahan. Lokasi di pusat kota Semarang dengan akses mudah untuk kemana-mana. Parking space agak limited, untungnya ada valet parking. Harga sangat worth it.
",Jl. Pandanaran 119,3.5 dari 5,4.5 dari 5 lingkaran,Charles S,355 Ulasan,4 dari 5 lingkaran, HOM Hotel Semarang 
Semarang,"Semarang 50134, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d5313767-Reviews-HOM_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_6A7ADEE9D91D2188664AA914CC0CADB2-SRC_433425602,Menginap di @Hom,lvl_01,"Hotel cukup strategis di jl. Pandanaran kawasan pusat kota. Dekar dengan Simpang Lima ( salah satu Icon kota semarang. Toilet cukup bersih, karena hanya menggunakan AC split wall type udara kurang segar bau kamar mandi sekali-sekali terasa. Tidak ada pembersihan insect sehingga muncul kecoa mhn hal ini lebih diperhatikan.",Jl. Pandanaran 119,3.5 dari 5,4.5 dari 5 lingkaran,Sammyhand,355 Ulasan,3 dari 5 lingkaran, HOM Hotel Semarang 
Semarang,"Semarang 50134, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d5313767-Reviews-HOM_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_B36683CD4DBD1D5A78C1DD5B7101287C-SRC_439670441,Memuaskan,lvl_02,"Menginap semalam dalam rangka urusan bisnis di Semarang, puas dengan layanan @Hom Hotel , mulai dari porter, resepsionis dan waiters di retoran. Makanan oke, kamar oke, antaran ke bandara oke. secara umum memuaskan. Terima kasih.",Jl. Pandanaran 119,3.5 dari 5,4.5 dari 5 lingkaran,zakypr,355 Ulasan,5 dari 5 lingkaran, HOM Hotel Semarang 
Semarang,"Semarang 50134, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d5313767-Reviews-HOM_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_88B3B9E50DFB867A28B5B47C009088FF-SRC_439618910,Kunjungan kerja ke Semarang,lvl_02,"Lokasi nya sangat mudah dicapai dari airport, tepat ditengah kota. Harga tepat dengan layanan yang cukup baik. Kamar standard untuk kelas bintang tiga, bersih dan pemandangan ke Simpang Lima. Makanan di restoran Malabar dan Tong Tji cukup enak dan bervariasi, tidak membosankan. recommended.",Jl. Pandanaran 119,3.5 dari 5,4.5 dari 5 lingkaran,noermasoejati,355 Ulasan,5 dari 5 lingkaran, HOM Hotel Semarang 
Semarang,"Semarang 50134, ","Malang, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d5313767-Reviews-HOM_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_BF33668FDC9B41D20CB86DBBEE8A6E0D-SRC_350399843,Hotel Budget dengan pelayanan diatasnya,lvl_04,"-Letak yang strategis didaerah simpang 5(dkt dengan ATM dan bank Mandiri)
-Walaupun budget hotel tetapi memiliki karyawan yg cukup dalam melayani tamu-tamu serta fasilitas yg bagus
-Staffs yang ramah dan selalu bertegur sapa
Breakfastnya saya kasih penilaian yg sangat bagus, karena banyak variasinya (bubur manis, bubur ayam, coffee tea, juices, eggs corner, cereal buah dan traditional breakfast
-Kamar bersih dan amenities yg sesuai standard
Recommended Budget hotel bagi yg ingin menginap sesuai dg kantong dg pelayanan diatas bintang ***",Jl. Pandanaran 119,3.5 dari 5,4.5 dari 5 lingkaran,RonnyWenass,355 Ulasan,5 dari 5 lingkaran, HOM Hotel Semarang 
Semarang,"Semarang 50127, ","Yogyakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d9773091-Reviews-NJ_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_DFCFC131F36D120078F1F08C1A9D3CFE-SRC_405478349,Hotel yang pas untuk keluarga dan value for money,lvl_03,"Saat kami check-in di hotel ini kami mendapatkan kamar pada bangunan yang baru. kamar di bangunan yang baru lebih bagus dibandingkan di bangunan lama.
bed yang digunakan pun juga lebih besar dan lebih rapi.
pelayanannya pun bagus dan value for money.",Jl. MT Haryono 32-38,3.5 dari 5,4.0 dari 5 lingkaran,daniellesfukada,15 Ulasan,3 dari 5 lingkaran, NJ Hotel Semarang 
Semarang,"Semarang 50231, ","Solo, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d9705454-Reviews-Allstay_Hotel-Semarang_Central_Java_Java.html,UID_1529443901C9CD261CE2528077C042FA-SRC_413537069,Good for business trip,lvl_01,Tempatnya dekat kemana mana dan untuk harga dan kualitas layanan dari staff sangat bagus. Cuma internet dan sarapan harus di tingkatkan. Junior suite room so awesome! Selain itu ranjang dan bantal di kamar junior suite so comfy. You shoul try sleep at all stay. The best that semarang have,Jl. Veteran 6 no. 51-53,3.5 dari 5,4.0 dari 5 lingkaran,osusilo,108 Ulasan,4 dari 5 lingkaran, Allstay Hotel 
Semarang,"Semarang 50133, ","Surabaya, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1045459-Reviews-Gumaya_Tower_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_F767A00AF37728653CC9DCF81D0314CD-SRC_405969911,Sempurna,lvl_02,"Hotel mewah, sangat menonjol pada interiornya terutama jika dilihat pada malam hari ketika lampu dinyalakan. Saya check in saat malam hari dan di cafe yang menyatu dengan lobi, terdengar alunan musik klasik yang menambah suasana kemewahan hotel ini. Lokasi di tengah kota, dekat ke Simpang Lima, Lawang Sewu, Semawis. Pelayanan sangat baik, security dan bellboy juga selalu memberi salam setiap bertemu tamu. Kamarnya nyaman. Variasi dan kualitas makanan sangat baik.",Jln. Gajah Mada 59- 61,4.5 dari 5,4.0 dari 5 lingkaran,LinYenNi,342 Ulasan,5 dari 5 lingkaran, Gumaya Tower Hotel Semarang 
Semarang,"Semarang 50132, ",Jakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d574669-Reviews-Novotel_Semarang-Semarang_Central_Java_Java.html,UID_7E35F6BBB3A422CEB933FEDFA268C119-SRC_410917285,pelayanannya baik,lvl_06,"Saya kembali menginap di novotel semarang untuk 4 malam. Terima kasih atas upgrade-nya. Untuk pelayanannya di hotel ini baik, kebersihan juga OK. Untuk layanan check in dan check out-nya juga cepat. Terima kasih juga atas airport pick up dan transfer-nya.",Jln. Pemuda 123,4.0 dari 5,4.0 dari 5 lingkaran,Kurniawan2014,695 Ulasan,4 dari 5 lingkaran, Novotel Semarang 
Semarang,"Semarang 50139, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1731591-Reviews-Metro_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_C8FB89C94F118765191F543F26990572-SRC_310831940,Hotel Klasik yang Nyaman dan Lokasi Strategis,lvl_06,"Saya menginap selama dua malam di hotel Metro Semarang karena rekomendasi dari rekan di Semarang. Hotel Metro berlokasi di dekat Pasar Johar dan mudah mengakses ke pusat kota. Walaupun termasuknya hotel tua namun hotel ini terawat dengan baik. Kondisi kamar yang luas, nyaman dan bersih. Hotel ini juga sepertinya sudah dilakukan renovasi. Tersedia pula bathub di kamar mandi. Pelayanan staf ramah dan saat check in juga prosesnya cepat. Sarapan pagi yang tersedia bervariasi dan rasanya lumayan enak. Overall puas menginap di hotel ini dengan harga yang termasuknya masih agak murah untuk sekelasnya.",Jln. Agus Salim 4,,3.5 dari 5 lingkaran,okkyrs,68 Ulasan,4 dari 5 lingkaran, Metro Hotel Semarang 
Semarang,"Semarang 50139, ","Yogyakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1731591-Reviews-Metro_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_D6D3E58785832844FA4087C37A23CE7F-SRC_296163400,Nice place to stay,lvl_02,"Harga yg dibayar termasuk murah jika dibanding apa yang kita dapat. Kamarnya nyaman, Kamar yang saya pesan cukup luas, ada 2 jenis kasur di dalamnya, double bed dan single bed. TVnya sudah pakai LED dengan 29 chanel. Menu sarapannya juga lengkap dan enak. Ada beberapa makanan yang sudah siap saji, soto betawi, bubur ayam, roti, buah2an, minuman, dan olahan telur yang akan dimasak chef sesuai pesanan tamu. Pelayanannya juga cukup baik, ketika saya menitipkan barang saat check-out, staf di sana memberi kartu untuk bukti pengambilan barang, bahkan setelah akan diambil, stafnya menawarkan supaya dibawakan. FYI, tambahkan anggaran 200rb untuk deposit, ketika check-out akan dikembalikan.",Jln. Agus Salim 4,,3.5 dari 5 lingkaran,AlvinJ7,68 Ulasan,4 dari 5 lingkaran, Metro Hotel Semarang 
Semarang,"Semarang 50139, ","Semarang, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1731591-Reviews-Metro_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_DF2867A8FB852AC8DF096345FFC9FBC2-SRC_305575164,Hotel lama dengan citarasa baru dan interior aristokrat.,lvl_03,"Harga yang ditawarkan termasuk murah dan sudah termasuk sarapan, kamar luas dengan interior yang diperbarui semi modern. Untuk interior hotel dan resto sangat bagus karena bergaya aristokrat. Gym kecil namun alat cukup beragam. Lokasi dekat pasar Johar ya kurang lebih 5 menit kalo mau ke Paragon Mall atau 10 menit ke Simpang 5 Semarang.",Jln. Agus Salim 4,,3.5 dari 5 lingkaran,alvaromano,68 Ulasan,5 dari 5 lingkaran, Metro Hotel Semarang 
Semarang,"Semarang 50133, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1045459-Reviews-Gumaya_Tower_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_BAAAADA177AD0B5F8B59379BA41530A3-SRC_404764269,Hebatt,lvl_01,Pelayanan bagus. Pelayanan yang terbaik dan ramah.bersih dan di jaga 24 jam. Makanan breakfast juga enak. Cocok untuk tamu undangan atau rekan bisnis. Dan memberi kesan mewah. Parkir mobil juga luas dan nyaman.,Jln. Gajah Mada 59- 61,4.5 dari 5,4.0 dari 5 lingkaran,rudirudi03,342 Ulasan,5 dari 5 lingkaran, Gumaya Tower Hotel Semarang 
Semarang,"Semarang 50132, ","Bantul, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d2044467-Reviews-Hotel_Amaris_Pemuda_Semarang-Semarang_Central_Java_Java.html,UID_62071B4CDCF27A8AC4BC788DB106A120-SRC_344579665,hotel amaris semarang,lvl_05,"hotel yang sangat setrategis berada di jalan pemuda semarang, hotel ini berada di banyak lokasi perbelanjaan, seperti paragon mall., serta berdekatan dengan tempat wisata lawang seu dan tugu pemuda, soal biaya, hotel ini termasuk kolongan menengah ke baah, dan fasilitas yang di tawarkan lumayan bagus, serta pelayanan yang bagus pula.",Jl. Pemuda no. 138,2.5 dari 5,3.5 dari 5 lingkaran,angga_bimo,102 Ulasan,5 dari 5 lingkaran, Hotel Amaris Pemuda Semarang 
Semarang,"Semarang 50132, ","Semarang, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_258A6D097D45E873C2C0BF695A8F3B7A-SRC_441246199,Mewah,lvl_03,Pertama masuk ke dalam hotel melewati security check. staff nya ramah. proses check in nya pun cepat. Untuk kamar sih lumayan luas. Yang istimewa kamar mandinya menyatu dengan kamar. jadi terasa luas. cocok banget buat pasangan honeymoon. tapi jangan khawatir ada sekatnya yang bisa dibuka tutup kok. Untuk fasiltas di dalam kamar sih standart. Kolam renang nya separuh indoor separuh outdoor jadi ndak perlu takut kepanasan. untuk breakfasnya sih ndak ada masalah. hotel ini terkoneksi dengan Mall Paragonosan. jadi kalau bosan bisa jalan-jalan ke Mall. Secara keseluruhan Crowne Plaza Semarang perfect.....!!!!,Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Hendra S,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50231, ","Semarang, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d4886692-Reviews-Hotel_Neo_Candi_Semarang-Semarang_Central_Java_Java.html,UID_B78B2ED031D279544BCCD5DDE487B671-SRC_385742213,Hotel yang Letaknya Strategis,lvl_04,"Kami mau menceritakan pengalaman menginap saya di Neo Candi Hotel Semarang. Kami menginap di sini selama 3 Day 2 Night . Kami sampai di Hotel pagi (awal) dan melakukan early check in dan disuruh untuk menunggu sekitar 20 - 30 menit. Pada saat kami check in kami disambut oleh Front Office Manager Neo Candi Hotel Semarang. Setelah selesai proses kami menuju kamar yang sudah di siapkan. Setelah masuk ternyata belum hidup ACnya dan membutuhkan waktu 1 jam untuk bisa dingin di kamar tersebut. untuk kelengkapan di dalam kamar kurang maka dari itu kami menelpon FO untuk melengkapi yang kurang akan tetapi kami mengunggu lama dari HK ke kamar kami. Untuk acara kami sedikit terhambat dikarenakan kecepatan Wifi yang kurang cepat . saya sudah mengontak FO untuk bilang ke bagian IT akan tetapi kecepatan masih sama saja. mohon untuk wifi di cepatkan lagi kecepatannya karena marketing / pemasaran di webnya neo hotel dan aston group lainnya bahwa wifinya up to 100 mbps jadi ya kalau bisa 10 mbps atau bisa lebih malah lebih bagus lagi. Untuk view di kamar yang kami inap bagus sekali. Kami menelpon ke FB untuk meminjam mug lama sekali tidak datang datang. Untuk kecepatan mengangkat telpon untuk FO , HK dan FB lumayan tanggap kalau bisa di tingkatkan lagi langsung di angkat. Untuk Sahurnya pilihan makanannya kurang banyak pilihan untuk minumnya juga kurang ada variasi untuk sahur di hari pertama atau hari ke duanya. mohon untuk menunya beda beda untuk tiap harinya jangan sama terus. Terima kasih kepada Mr. Asmungi & Mr. EHK yang telah membantu kami selama kami menginap di Neo Candi Hotel Semarang. Kalau misalkan ke semarang lagi , bisa menginap lagi di Neo Candi Hotel Semarang. Saya puas menginap di Neo Candi Hotel Semarang. Ada beberapa masalah juga yaitu di AC kamar kami tidak bisa di naik dan turunkan Suhu.",Jln. S.Parman no 56,3.5 dari 5,4.0 dari 5 lingkaran,AKhoirulF,321 Ulasan,4 dari 5 lingkaran, Hotel Neo Candi Semarang 
Semarang,"Semarang 50231, ",Jakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d4886692-Reviews-Hotel_Neo_Candi_Semarang-Semarang_Central_Java_Java.html,UID_527FC77B62C680FA112E5B187240640E-SRC_378822100,Hotel Yang Nyaman,lvl_05,"Fasilitas yang representatif, mulai dari parkir, wifi, privasi, kebersihan, makanan dan lain-lain. Makanannya lezat dan ruang makan yang nyaman. Saya sangat merekomendasikan Hotel ini. Mungkin saya akan menginap di hotel ini lagi pada perjalanan saya berikutnya di Semarang.",Jln. S.Parman no 56,3.5 dari 5,4.0 dari 5 lingkaran,AndritPries,321 Ulasan,5 dari 5 lingkaran, Hotel Neo Candi Semarang 
Semarang,"Semarang 50132, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d574669-Reviews-Novotel_Semarang-Semarang_Central_Java_Java.html,UID_C3DAA5D316382E96EC113DCE5FB5E45C-SRC_388090365,Hotel Nyaman di Tengah Kota,lvl_04,"Novotel Semarang terletak di Jalan Pemuda Kota Semarang, dekat dengan beberapa pusat perbelanjaa besar. Pada saat malam hari terdapat banyak pilihan makanan di pinggir jalan depan hotel ini.
Kamar yang dimiliki hotel ini sangat nyaman, terdapat beberapa ruang meeting yang dapat digunakan untuk acara bisnis anda.
Pilihan makanan di restaurant sangat bervariasi, memungkinkan anda memilih sesuai dengan selera anda.
Sangat direkomendasikan bagi anda yang akan mencari hotel di Kota Semarang, baik dalam rangka perjalanan bisnis atau perjalanan bersama keluarga anda.",Jln. Pemuda 123,4.0 dari 5,4.0 dari 5 lingkaran,mightylubuu,695 Ulasan,5 dari 5 lingkaran, Novotel Semarang 
Semarang,"Semarang 50231, ",Surabaya,https://www.tripadvisor.co.id/Hotel_Review-g297712-d4886692-Reviews-Hotel_Neo_Candi_Semarang-Semarang_Central_Java_Java.html,UID_0297F1472C8186D6D9DD94991DC94F4A-SRC_386806077,Mahal,lvl_04,"Terlalu jelek koneksi wifi nya, meskipun sinyal kencang tp kecepatan koneksi jelek buat apa.
Untuk restauran, dengan harga per orang 65ribu sangat disayangkan dengan menu makanan sahur yg begitu tidak banyak dan kurang memuaskan rasa dan menu nya. Sangat disesali dengan harga segitu.",Jln. S.Parman no 56,3.5 dari 5,4.0 dari 5 lingkaran,ezam538,321 Ulasan,5 dari 5 lingkaran, Hotel Neo Candi Semarang 
Semarang,"Semarang 50231, ",Kudus,https://www.tripadvisor.co.id/Hotel_Review-g297712-d9705454-Reviews-Allstay_Hotel-Semarang_Central_Java_Java.html,UID_EA8F89D99B0EF4C343D991486A756199-SRC_385193053,Fantastic hotel,lvl_04,"Bakal ngulang lagi besok ga rugi nginep di sini..pelayanan oke, kamar oke, harga terjangkau deket smaa pusat kota..kamarnya bersih kamar mandi juga oke sarapannya yg dahsyat ga nyesel ambil sarapan disini",Jl. Veteran 6 no. 51-53,3.5 dari 5,4.0 dari 5 lingkaran,yeremiase,108 Ulasan,5 dari 5 lingkaran, Allstay Hotel 
Semarang,"Semarang 50231, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d4886692-Reviews-Hotel_Neo_Candi_Semarang-Semarang_Central_Java_Java.html,UID_89FCDF6D9F29D082DF555911D815B36D-SRC_387471705,good enough,lvl_04,"breakfast ga enak nasi keras dan variasi lauk minim sekali ikan bau amis,sangat jauh beda dibanding grup aston lain seperti fave hotel yang banyak sekali menu buffetnya,soal kamar so far was good, thx",Jln. S.Parman no 56,3.5 dari 5,4.0 dari 5 lingkaran,richard A,321 Ulasan,3 dari 5 lingkaran, Hotel Neo Candi Semarang 
Semarang,"Semarang 50132, ","Semarang, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d2044467-Reviews-Hotel_Amaris_Pemuda_Semarang-Semarang_Central_Java_Java.html,UID_CBB6A0F4B394E53717210876FA95871B-SRC_336751057,"Amaris Pemuda Semarang, Hotel Budget di Pusat Kota",lvl_04,"Kalau Anda mencari hotel di pusat kota tapi harganya terjangkau, Anda bisa memilih untuk menginap di hotel Amaris Pemuda.
Hotel Amaris Pemuda dekat dengan Mall Paragon, Lawang Sewu, dan pusat oleh-oleh khas Semarang di Jalan Pandanaran. Hotel ini terletak di satu area dengan Gramedia dan Dunkin Donuts.
Rate kamarnya sekitar tiga ratus ribuan, tapi waktu itu karena dapat promo kartu kredit saya hanya membayar Rp210.000 saja. Fasilitas standar, kamar buat dua orang dewasa. Kemarin saya menginap bersama seorang teman, dan dua orang anak saya turut serta. Peralatan mandi, sandal hotel, welcome drink (berupa dua air mineral) disediakan. Ada fasilitas wifi juga yang lumayan lancar.
Sarapan, menunya bervariasi dan rasanya lumayan enak.
Pada saat saya ke sana AC kurang dingin, sebenarnya bisa saja dikomunikasikan ke petugas hotel dan minta ganti kamar yang lain jika masih tersedia.",Jl. Pemuda no. 138,2.5 dari 5,3.5 dari 5 lingkaran,rahmiaziza,102 Ulasan,3 dari 5 lingkaran, Hotel Amaris Pemuda Semarang 
Semarang,"Semarang 50136, ","Bogor, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d7897071-Reviews-Amaris_Hotel_Simpang_Lima-Semarang_Central_Java_Java.html,UID_25F25D1B3E98E86E2BAAB84104A16D62-SRC_297734917,bawa anak kecil nambah biaya sarapan pagi..,lvl_05,saat arus mudik kemarin transit di amaris simpang lima... harga memang murah tapi pelayanan biasa aja... makan sahur waktu itu aduhh iritt bangett... apalagi krn kami bawa anak kecil kena charge 50.000 aduhh.. jadi males k amaris lg dehh mending coba hotel lain.. kurang cocok bagi saya yg bawa keluarga,Jln. KH A. Dahlan No. 33,2.0 dari 5,3.5 dari 5 lingkaran,denny_wijaya,35 Ulasan,3 dari 5 lingkaran, Amaris Hotel Simpang Lima 
Semarang,"Semarang 50134, ","Tegal, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_10EB7747FFD39F829D445016DCCF5692-SRC_414417998,Pelayanan yang semakin meningkat,lvl_05,"Sering banget saya menginap di hotel pandanaran semarang.
Seperti biasa karena letak tengah kota parkir mobil basement yang membuatobil anda tidak kepanasan .
Kebersihan lumayan bagus
Sya jarang ambil breakfast karena seperti biasa saya membeli dengan Room Only
Lebih dari 10X saya menginap di hotel ini...
Akses ke kamar todak merepotkan dari parkir basement terdapat lift yg lgsg ke lantai masing2 .kolam renang cukup ok
Kalo boleh kasih saran sama management sering2 lah kasih upgrade room sehingga tamu yg sering kesini merasakan manfaatnya
Overall cukup memuaskan
Oh iya klo bisa untuk koridor per floor acnya di nyalakan itu lebih joss lagi .kunjungan kali ini saya ambil 3 kamar ,karena dengam keluarga
Thanks",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,afif_tegal,513 Ulasan,3 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50132, ","Surabaya, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d574669-Reviews-Novotel_Semarang-Semarang_Central_Java_Java.html,UID_3B9411A5F1A1335BCF1E63EEA276CD81-SRC_369081559,Kamar Luas dan nyaman,lvl_06,"Lewat accor saya mendapat upgrade room jadi dapat kamar yang lumayan luas, cukup nyaman , sayang handuknya agak lama.Makanan cukup lumayan variasinya meskipun rasanya standar. Seberang jalan sudah paragon mall jadi cukup jalan kaki saha",Jln. Pemuda 123,4.0 dari 5,4.0 dari 5 lingkaran,HendsThe,695 Ulasan,4 dari 5 lingkaran, Novotel Semarang 
Semarang,"Semarang 50132, ",yogyakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d574669-Reviews-Novotel_Semarang-Semarang_Central_Java_Java.html,UID_88252B535CCB8A77FB29EE98024DB0C3-SRC_367009713,dekat ke paragon mall,lvl_02,"Kamar sip dengan view paragon mall, bisa jalan kaki trus nyebrang kalo mau ke mall, wifi kencang,makanan oke, kolam renang small, tidak ada yg mengecewakan selama menginap dengan suami, dekat jika ingin ke tugu muda, krn di pusat kota",Jln. Pemuda 123,4.0 dari 5,4.0 dari 5 lingkaran,tety_anggita,695 Ulasan,4 dari 5 lingkaran, Novotel Semarang 
Semarang,"Semarang 50132, ","Yogyakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d574669-Reviews-Novotel_Semarang-Semarang_Central_Java_Java.html,UID_AAF22C360DE44F954F540C5C4C0CE4E4-SRC_368341510,Sangat menyenangkan,lvl_02,"Staff ramah, kamar luas, serasa kamar rumah sendiri. Kolam renang bagus. Fasilitas OK. Dan paling penting lokasi hotel di depan mall. Sangat praktis ke mall bisa dengan jalan kaki. Cuma parkiran sempit. Saran agar parkiran hotel diperluas agar lebih nyaman saat parkir.",Jln. Pemuda 123,4.0 dari 5,4.0 dari 5 lingkaran,ar_dee_ice,695 Ulasan,5 dari 5 lingkaran, Novotel Semarang 
Semarang,"Semarang 50132, ","Surabaya, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d574669-Reviews-Novotel_Semarang-Semarang_Central_Java_Java.html,UID_03E77BDA10EABFA57AB4D15932BC0D8E-SRC_372814331,Udah saatnya renovasi,lvl_06,"Lokasi gak perlu diragukan, pasti oke banget depan Mall Paragon salah satu mall terbesar di pusat kota Semarang.mau cari makanan murah sebelah hotel ada mini pujasera.mau makanan menengah keatas tinggal menyeberang di Mall Paragon.Kamar hotel ini luas akan tetapi udah terlihat kusam dan beberapa karat di kran wastafel dan bathtub.Handuk juga sudah kusam dan tidak Wangi, sayang sekali .Kebersihan baik,breakfast sangat baik dan variatif.Staff ramah sesuai standard hotel bintang 5.transportasi gampang dicari dan banyak pilihan antara lain dekat halte Bus Trans Semarang yang taripnya Rp. 3,500,-- dengan macam2 rute pilihan.",Jln. Pemuda 123,4.0 dari 5,4.0 dari 5 lingkaran,ernawati2015,695 Ulasan,3 dari 5 lingkaran, Novotel Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d574669-Reviews-Novotel_Semarang-Semarang_Central_Java_Java.html,UID_9DF1309D9D7427E884B8EF338A78FCFD-SRC_371649361,"Sarapan kurang enak, kamar kurang bgs",lvl_04,"Saya menginap untuk urusan bisnis
Bayangan saya novotel itu kmrnya bagus, eh ternyt di kran bath tubnya ada retakan kayak bangunan jmn dulu.
Sarapan sebenernya byk variasinya, kurang krupuk yg tdk ada dan dimsumnya KURANG MATANG ngukusnya .
Kok hotel bintang 4 mutu makanannya spt itu?",Jln. Pemuda 123,4.0 dari 5,4.0 dari 5 lingkaran,inge_bp,695 Ulasan,3 dari 5 lingkaran, Novotel Semarang 
Semarang,"Semarang 50231, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d9705454-Reviews-Allstay_Hotel-Semarang_Central_Java_Java.html,UID_DDB1358A2F67B5F4D465CA4B9004F010-SRC_376373030,allstay 👍,,semuanya sangat baik.. mulai dari bagian resepsionis dan pelayanan lain nya sangat lah baik.. mereka ramah dan juga sopan. harga nya juga sangat cocok untuk keluarga yang sedang berlibur ke kota semarang!!,Jl. Veteran 6 no. 51-53,3.5 dari 5,4.0 dari 5 lingkaran,krismanisha,108 Ulasan,5 dari 5 lingkaran, Allstay Hotel 
Semarang,"Semarang 50231, ","Pati, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d9705454-Reviews-Allstay_Hotel-Semarang_Central_Java_Java.html,UID_BF161E33B00E6413CB6F5F7576A31648-SRC_375949388,nyatai di semarang,lvl_04,"Parkir luas,kamar bersih, WiFi kencang.. nyaman.. enak buat istirahat.. pelayanan juga oke.. Dan harganya terjangkau hehe cocok banget buat Yang mencari harga murah dgn fasititas yang Oke.. cukup sekian",Jl. Veteran 6 no. 51-53,3.5 dari 5,4.0 dari 5 lingkaran,opisw,108 Ulasan,5 dari 5 lingkaran, Allstay Hotel 
